timestamp_ms,location,ssid,bssid,rssi,channel
126277,ESC,scaiteam,58:D9:D5:41:50:32,-78,7
126277,ESC,,58:D9:D5:41:50:60,-80,10
126277,ESC,eduspot,58:97:BD:CD:93:E0,-81,1
126277,ESC,SCAI,58:97:BD:CD:93:E3,-81,1
126277,ESC,scaiteam,58:D9:D5:41:50:62,-81,10
126277,ESC,CONGRES,58:97:BD:CD:92:61,-82,1
126277,ESC,eduroam,58:97:BD:CD:93:E2,-82,1
126277,ESC,CONGRES,58:97:BD:CD:93:E1,-82,1
126277,ESC,eduspot,58:97:BD:CD:92:60,-82,1
126277,ESC,eduroam,58:97:BD:CD:92:62,-83,1
126277,ESC,,58:D9:D5:41:50:90,-83,8
126277,ESC,scaiteam,58:D9:D5:41:50:92,-83,8
126277,ESC,iPhone de Samir,FA:3D:30:00:E1:68,-85,6
126277,ESC,eduroam,58:97:BD:80:CC:B2,-87,11
126277,ESC,ISCD,E8:65:D4:72:F9:79,-88,6
126277,ESC,,B0:6E:BF:66:91:B8,-88,10
126277,ESC,eduspot,58:97:BD:80:CC:B0,-90,11
126277,ESC,CONGRES,58:97:BD:80:CC:B1,-90,11
126277,ESC,Captal@xav,9E:90:53:29:83:65,-90,1
126277,ESC,SCAI,58:97:BD:80:CC:B3,-91,11
126277,ESC,ISCD,E8:65:D4:72:F9:69,-91,11
126277,ESC,fablab-bad,08:5A:11:28:8A:14,-92,6
132626,ESC,ARDUINO_A6AE,AC:1F:09:0B:A6:AE,-35,9
132626,ESC,iPhone de Nassim,26:66:76:1A:9A:65,-55,11
132626,ESC,iPhone de Madjid,1E:FD:77:07:B6:5C,-57,6
132626,ESC,,DA:47:32:6C:68:61,-61,9
132626,ESC,TP-Link_6861,D8:47:32:5C:68:61,-62,9
132626,ESC,CONGRES,58:97:BD:CD:93:E1,-77,1
132626,ESC,eduspot,58:97:BD:CD:93:E0,-77,1
132626,ESC,SCAI,58:97:BD:CD:93:E3,-77,1
132626,ESC,eduroam,58:97:BD:CD:93:E2,-78,1
132626,ESC,scaiteam,58:D9:D5:41:50:32,-78,7
132626,ESC,DIRECT-57-HP M428fdw LJ,86:69:93:F8:37:57,-79,6
132626,ESC,iPhone de Samir,FA:3D:30:00:E1:68,-79,6
132626,ESC,,58:D9:D5:41:50:30,-79,7
132626,ESC,ISCD,E8:65:D4:72:F9:71,-80,1
132626,ESC,,58:D9:D5:41:50:60,-81,10
132626,ESC,scaiteam,58:D9:D5:41:50:62,-81,10
132626,ESC,scaiguest-IoT,9E:18:65:E6:91:AE,-84,3
132626,ESC,eduroam,58:97:BD:80:CC:B2,-85,11
132626,ESC,ISCD,E8:65:D4:72:F9:79,-85,6
132626,ESC,,58:D9:D5:41:50:90,-85,8
132626,ESC,CONGRES,58:97:BD:80:CC:B1,-86,11
132626,ESC,eduroam,58:97:BD:CD:92:62,-86,1
132626,ESC,scaiteam,58:D9:D5:41:50:92,-86,8
132626,ESC,SCAI,58:97:BD:80:CC:B3,-87,11
132626,ESC,SCAI,58:97:BD:CD:92:63,-87,1
132626,ESC,Redmi Note 11,0A:58:D4:84:FE:70,-87,1
132626,ESC,eduspot,58:97:BD:80:CC:B0,-87,11
132626,ESC,eduspot,58:97:BD:CD:92:60,-89,1
132626,ESC,,B0:6E:BF:66:91:B8,-89,10
132626,ESC,ISCD,E8:65:D4:72:F9:69,-92,11
132626,ESC,fablabo,08:5A:11:28:8A:12,-92,6
132626,ESC,fablab-bad,08:5A:11:28:8A:14,-95,6
112889,ESC,ARDUINO_A6AE,AC:1F:09:0B:A6:AE,-39,9
112889,ESC,iPhone de Nassim,26:66:76:1A:9A:65,-49,11
112889,ESC,,DA:47:32:6C:68:61,-61,9
112889,ESC,iPhone de Madjid,1E:FD:77:07:B6:5C,-62,6
112889,ESC,TP-Link_6861,D8:47:32:5C:68:61,-64,9
112889,ESC,iPhone de Arthur,72:65:7E:B7:B2:0B,-71,6
112889,ESC,iPhone de Samir,FA:3D:30:00:E1:68,-71,6
112889,ESC,ISCD,E8:65:D4:72:F9:71,-75,1
112889,ESC,ISCD,E8:65:D4:72:F9:79,-76,6
112889,ESC,,58:D9:D5:41:50:60,-78,10
112889,ESC,DIRECT-57-HP M428fdw LJ,86:69:93:F8:37:57,-79,6
112889,ESC,scaiteam,58:D9:D5:41:50:32,-80,7
112889,ESC,scaiteam,58:D9:D5:41:50:62,-80,10
112889,ESC,eduspot,58:97:BD:CD:93:E0,-81,1
112889,ESC,eduroam,58:97:BD:CD:93:E2,-81,1
112889,ESC,CONGRES,58:97:BD:CD:93:E1,-81,1
112889,ESC,SCAI,58:97:BD:CD:93:E3,-81,1
112889,ESC,,B0:6E:BF:66:91:B8,-84,10
112889,ESC,SCAI,58:97:BD:80:CC:B3,-85,11
112889,ESC,CONGRES,58:97:BD:80:CC:B1,-85,11
112889,ESC,eduroam,58:97:BD:80:CC:B2,-85,11
112889,ESC,eduroam,58:97:BD:CD:92:62,-85,1
112889,ESC,CONGRES,58:97:BD:CD:92:61,-85,1
112889,ESC,eduspot,58:97:BD:CD:92:60,-85,1
112889,ESC,SCAI,58:97:BD:CD:92:63,-85,1
112889,ESC,eduspot,58:97:BD:80:CC:B0,-86,11
112889,ESC,Redmi Note 11,0A:58:D4:84:FE:70,-89,1
112889,ESC,Chemsss Phone,3A:2F:68:20:C6:A6,-90,6
112889,ESC,Yothey,76:8E:87:C5:45:16,-93,6
40149,TOUR 66,iPhone,6A:56:19:04:41:7A,-50,6
40149,TOUR 66,eduroam,00:F6:63:CA:DD:A4,-59,6
40149,TOUR 66,CONGRES,00:F6:63:CA:DD:A2,-59,6
40149,TOUR 66,eduspot,00:F6:63:CA:DD:A1,-59,6
40149,TOUR 66,eduroam,00:F6:63:DD:3C:F4,-78,11
40149,TOUR 66,CONGRES,00:F6:63:DD:3C:F2,-78,11
40149,TOUR 66,eduspot,00:F6:63:DD:3C:F1,-78,11
40149,TOUR 66,ISIR,E8:65:D4:72:A0:D9,-80,11
40149,TOUR 66,ISIR,E8:65:D4:72:A0:E1,-81,1
40149,TOUR 66,eduroam,00:F6:63:C7:2A:74,-82,1
40149,TOUR 66,CONGRES,00:F6:63:C7:2A:72,-82,1
40149,TOUR 66,eduspot,00:F6:63:C7:2A:71,-82,1
40149,TOUR 66,ISIR,E8:65:D4:72:AC:59,-83,6
40149,TOUR 66,eduroam,00:F6:63:AC:D6:34,-84,6
40149,TOUR 66,CONGRES,00:F6:63:AC:D6:32,-85,6
40149,TOUR 66,eduspot,00:F6:63:AC:D6:31,-85,6
40149,TOUR 66,ISIR,E8:65:D4:72:AC:61,-86,1
40149,TOUR 66,ISIR,E8:65:D4:4E:A6:81,-88,6
40149,TOUR 66,ISIR,E8:65:D4:72:A0:D1,-88,1
40149,TOUR 66,ISCD,E8:65:D4:72:F9:71,-89,1
40149,TOUR 66,ISIR,E8:65:D4:72:AC:69,-92,1
18768,TOUR 65,iPhone,6A:56:19:04:41:7A,-48,6
18768,TOUR 65,ISIR,E8:65:D4:72:A0:E1,-82,1
18768,TOUR 65,eduroam,00:F6:63:AC:D6:34,-85,6
18768,TOUR 65,ISIR,E8:65:D4:72:A0:D9,-85,11
18768,TOUR 65,ISIR,E8:65:D4:72:AC:59,-86,6
18768,TOUR 65,ISIR,E8:65:D4:72:A0:D1,-87,1
18768,TOUR 65,ISCD,E8:65:D4:72:F9:71,-88,1
18768,TOUR 65,CONGRES,00:F6:63:AC:D6:32,-89,6
37506,TOUR 65,iPhone,6A:56:19:04:41:7A,-53,6
37506,TOUR 65,GeePs_invite,D0:17:C2:D8:1E:99,-75,7
37506,TOUR 65,WIFI-MIME,D0:17:C2:D8:1E:98,-76,7
37506,TOUR 65,eduroam,58:97:BD:D0:96:B4,-78,1
37506,TOUR 65,CONGRES,58:97:BD:D0:96:B2,-78,1
37506,TOUR 65,eduspot,58:97:BD:D0:96:B1,-78,1
37506,TOUR 65,eduroam,00:F6:63:AC:D6:34,-80,6
37506,TOUR 65,CONGRES,00:F6:63:AC:D6:32,-81,6
37506,TOUR 65,ISIR,E8:65:D4:72:A0:E1,-81,1
37506,TOUR 65,eduspot,00:F6:63:AC:D6:31,-82,6
37506,TOUR 65,RUT200_37F7,20:97:27:0D:37:F7,-85,6
37506,TOUR 65,ISIR,E8:65:D4:72:AC:59,-87,6
37506,TOUR 65,CONGRES,58:97:BD:A5:E1:82,-88,11
37506,TOUR 65,ISCD,E8:65:D4:72:F9:71,-90,1
37506,TOUR 65,eduspot,58:97:BD:A5:E1:81,-90,11
37506,TOUR 65,eduroam,58:97:BD:A5:E1:83,-91,11
37506,TOUR 65,ISIR,E8:65:D4:72:A0:D9,-91,11
37506,TOUR 65,ECNi,58:97:BD:A5:E1:80,-92,11
44945,TOUR 65,iPhone,6A:56:19:04:41:7A,-51,6
44945,TOUR 65,ISCD,E8:65:D4:72:F9:71,-76,1
44945,TOUR 65,ISIR,E8:65:D4:72:A0:D1,-78,1
44945,TOUR 65,ISIR,E8:65:D4:72:A0:E1,-80,1
44945,TOUR 65,CONGRES,00:F6:63:AC:D6:32,-84,6
44945,TOUR 65,eduspot,00:F6:63:AC:D6:31,-85,6
44945,TOUR 65,eduroam,00:F6:63:AC:D6:34,-86,6
44945,TOUR 65,eduspot,00:F6:63:C7:2A:71,-86,1
44945,TOUR 65,eduroam,00:F6:63:C7:2A:74,-88,1
44945,TOUR 65,ISIR,E8:65:D4:72:AC:69,-88,1
44945,TOUR 65,ISIR,E8:65:D4:72:A0:D9,-88,11
44945,TOUR 65,CONGRES,00:F6:63:C7:2A:72,-89,1
44945,TOUR 65,ARLO_VMB_9917332886,FC:9C:98:4F:40:16,-89,1
44945,TOUR 65,ISCD,E8:65:D4:72:F9:79,-90,6
44945,TOUR 65,RUT200_37F7,20:97:27:0D:37:F7,-90,6
44945,TOUR 65,Freebox-6B47F8,DC:00:B0:F7:5F:80,-90,6
44945,TOUR 65,ISIR,E8:65:D4:4E:A6:81,-91,6
44945,TOUR 65,eduroam,00:F6:63:DD:3C:F4,-91,11
44945,TOUR 65,ISIR,E8:65:D4:72:AC:61,-92,1
44945,TOUR 65,scaievent-IoT,9E:18:65:E7:23:6B,-92,4
44945,TOUR 65,CONGRES,00:F6:63:DD:3C:F2,-92,11
44945,TOUR 65,scaievent,94:18:65:E7:23:6B,-93,4
19149,TOUR 65,iPhone,6A:56:19:04:41:7A,-52,6
19149,TOUR 65,RUT200_37F7,20:97:27:0D:37:F7,-80,6
19149,TOUR 65,CONGRES,58:97:BD:D0:96:B2,-83,1
19149,TOUR 65,eduroam,58:97:BD:D0:96:B4,-84,1
19149,TOUR 65,eduspot,58:97:BD:D0:96:B1,-84,1
19149,TOUR 65,ISIR-EXPE,80:AF:CA:59:A4:FA,-84,4
19149,TOUR 65,GeePs_invite,D0:17:C2:D8:1E:99,-84,7
19149,TOUR 65,WIFI-MIME,D0:17:C2:D8:1E:98,-85,7
19149,TOUR 65,ECNi,58:97:BD:A5:E1:80,-86,11
19149,TOUR 65,eduspot,00:F6:63:AC:D6:31,-87,6
19149,TOUR 65,CONGRES,00:F6:63:AC:D6:32,-87,6
19149,TOUR 65,ISIR,E8:65:D4:72:AC:59,-87,6
19149,TOUR 65,CONGRES,58:97:BD:A5:E1:82,-88,11
19149,TOUR 65,eduroam,58:97:BD:A5:E1:83,-88,11
19149,TOUR 65,eduroam,00:F6:63:AC:D6:34,-89,6
19149,TOUR 65,eduspot,58:97:BD:A5:E1:81,-89,11
19149,TOUR 65,ISIR,E8:65:D4:72:A0:E1,-91,1
19149,TOUR 65,ISCD,E8:65:D4:72:F9:71,-92,1
19149,TOUR 65,ISIR,E8:65:D4:72:A0:D9,-92,11
25964,TOUR 65,iPhone,6A:56:19:04:41:7A,-45,6
25964,TOUR 65,GeePs_invite,D0:17:C2:D8:1E:99,-84,7
25964,TOUR 65,WIFI-MIME,D0:17:C2:D8:1E:98,-85,7
25964,TOUR 65,eduspot,58:97:BD:A5:E1:81,-86,11
25964,TOUR 65,eduroam,58:97:BD:A5:E1:83,-86,11
25964,TOUR 65,CONGRES,58:97:BD:D0:96:B2,-88,1
25964,TOUR 65,ECNi,58:97:BD:A5:E1:80,-88,11
25964,TOUR 65,CONGRES,58:97:BD:A5:E1:82,-88,11
25964,TOUR 65,ISIR,E8:65:D4:72:A0:E1,-89,1
25964,TOUR 65,eduroam,40:CE:24:DA:7B:54,-89,11
25964,TOUR 65,RUT200_37F7,20:97:27:0D:37:F7,-90,6
25964,TOUR 65,eduspot,58:97:BD:D0:96:B1,-90,1
25964,TOUR 65,CONGRES,40:CE:24:DA:7B:52,-90,11
25964,TOUR 65,eduspot,40:CE:24:DA:7B:51,-90,11
25964,TOUR 65,ISIR,E8:65:D4:72:A0:D9,-96,11
27192,TOUR 66,iPhone,6A:56:19:04:41:7A,-53,6
27192,TOUR 66,eduroam,00:F6:63:C7:2A:74,-54,1
27192,TOUR 66,CONGRES,00:F6:63:C7:2A:72,-54,1
27192,TOUR 66,eduspot,00:F6:63:C7:2A:71,-54,1
27192,TOUR 66,ISIR,E8:65:D4:72:A0:E1,-76,1
27192,TOUR 66,ISIR,E8:65:D4:72:A0:D1,-77,1
27192,TOUR 66,ISIR,E8:65:D4:72:AC:59,-79,6
27192,TOUR 66,ISIR,E8:65:D4:4E:A6:81,-80,9
27192,TOUR 66,eduroam,00:F6:63:CA:DD:A4,-84,6
27192,TOUR 66,CONGRES,00:F6:63:CA:DD:A2,-84,6
27192,TOUR 66,eduroam,00:F6:63:DD:3C:F4,-84,11
27192,TOUR 66,eduspot,00:F6:63:CA:DD:A1,-85,6
27192,TOUR 66,CONGRES,00:F6:63:DD:3C:F2,-85,11
27192,TOUR 66,eduspot,00:F6:63:DD:3C:F1,-85,11
27192,TOUR 66,ISIR,E8:65:D4:72:A0:D9,-85,11
27192,TOUR 66,ISIR,E8:65:D4:72:AC:69,-86,1
27192,TOUR 66,eduroam,00:F6:63:E6:2E:D4,-88,6
27192,TOUR 66,CONGRES,24:1F:BD:E1:D0:90,-89,6
27192,TOUR 66,eduspot,00:F6:63:E6:2E:D1,-89,6
27192,TOUR 66,CONGRES,00:F6:63:E6:2E:D2,-90,6
27192,TOUR 66,eduroam,24:1F:BD:E1:D0:91,-91,6
27192,TOUR 66,ISIR,E8:65:D4:72:AC:61,-91,1
27192,TOUR 66,CONGRES,24:1F:BD:E2:1E:D0,-92,11
27192,TOUR 66,IMI2S-TIME,80:EA:96:EE:36:2C,-93,6
24876,TOUR 66,iPhone,6A:56:19:04:41:7A,-47,6
24876,TOUR 66,DIRECT-ca-HP M377 LaserJet,96:53:30:69:E7:CA,-75,6
24876,TOUR 66,eduroam,00:F6:63:C7:2A:74,-75,1
24876,TOUR 66,CONGRES,00:F6:63:C7:2A:72,-75,1
24876,TOUR 66,eduspot,00:F6:63:C7:2A:71,-75,1
24876,TOUR 66,GeePs_invite,D0:17:C2:D8:1E:99,-78,7
24876,TOUR 66,WIFI-MIME,D0:17:C2:D8:1E:98,-79,7
24876,TOUR 66,ISIR,E8:65:D4:72:AC:59,-80,6
24876,TOUR 66,ECNi,58:97:BD:A5:E0:B0,-80,11
24876,TOUR 66,eduspot,58:97:BD:A5:E0:B1,-80,11
24876,TOUR 66,CONGRES,58:97:BD:A5:E0:B2,-81,11
24876,TOUR 66,eduroam,58:97:BD:A5:E0:B3,-81,11
24876,TOUR 66,CONGRES,00:F6:63:CA:DD:A2,-82,6
24876,TOUR 66,EDPIF_secure,C4:6E:1F:E7:62:26,-82,2
24876,TOUR 66,eduroam,00:F6:63:CA:DD:A4,-83,6
24876,TOUR 66,eduspot,00:F6:63:CA:DD:A1,-83,6
24876,TOUR 66,ISIR,E8:65:D4:72:A0:E1,-83,1
24876,TOUR 66,ISCD,E8:65:D4:72:F9:71,-88,1
24876,TOUR 66,CONGRES,18:8B:9D:91:F8:72,-89,1
24876,TOUR 66,ISIR,E8:65:D4:4E:A6:81,-90,9
24876,TOUR 66,ISIR,E8:65:D4:72:A0:D9,-91,11
24876,TOUR 66,HUAWEI-B525-9027,D8:9B:3B:DD:90:27,-93,8
22465,TOUR 56,iPhone,6A:56:19:04:41:7A,-64,6
22465,TOUR 56,,12:27:F5:ED:AD:FC,-72,4
22465,TOUR 56,ISIR-LUDICS-105,10:27:F5:CD:AD:FC,-73,4
22465,TOUR 56,eduroam,00:F6:63:DD:3D:C4,-78,1
22465,TOUR 56,CONGRES,00:F6:63:DD:3D:C2,-78,1
22465,TOUR 56,eduspot,00:F6:63:DD:3D:C1,-79,1
22465,TOUR 56,eduspot,84:B2:61:75:82:01,-80,6
22465,TOUR 56,eduroam,84:B2:61:75:82:03,-80,6
22465,TOUR 56,ECNi,84:B2:61:75:82:00,-81,6
22465,TOUR 56,CONGRES,84:B2:61:75:82:02,-81,6
22465,TOUR 56,eduroam,58:97:BD:A5:E1:74,-83,11
22465,TOUR 56,eduspot,58:97:BD:A5:E1:71,-83,11
22465,TOUR 56,CONGRES,58:97:BD:A5:E1:72,-84,11
22465,TOUR 56,eduroam,00:F6:63:E6:2E:D4,-86,6
22465,TOUR 56,eduspot,00:F6:63:E6:2E:D1,-86,6
22465,TOUR 56,CONGRES,00:F6:63:E6:2E:D2,-87,6
22465,TOUR 56,SmartLaparo2,04:D4:C4:0A:AC:F0,-87,1
22465,TOUR 56,eduspot,58:97:BD:A5:E0:B1,-88,11
22465,TOUR 56,CONGRES,58:97:BD:A5:E0:B2,-89,11
22465,TOUR 56,Bulle,4C:60:DE:3C:2C:FC,-91,6
22465,TOUR 56,eduroam,58:97:BD:A5:E0:B3,-91,11
22465,TOUR 56,ECNi,58:97:BD:A5:E0:B0,-92,11
15653,TOUR 46,iPhone,6A:56:19:04:41:7A,-53,6
15653,TOUR 46,Turtlebot_TP_2_4G,F0:A7:31:14:32:75,-66,4
15653,TOUR 46,TP-Link_691E,D8:47:32:5C:69:1E,-67,9
15653,TOUR 46,,DA:47:32:6C:69:1E,-67,9
15653,TOUR 46,eduroam,00:F6:63:DD:36:C4,-75,11
15653,TOUR 46,CONGRES,00:F6:63:DD:36:C2,-75,11
15653,TOUR 46,eduspot,00:F6:63:DD:36:C1,-75,11
15653,TOUR 46,eduroam,00:F2:8B:03:73:54,-80,1
15653,TOUR 46,CONGRES,00:F2:8B:03:73:52,-80,1
15653,TOUR 46,eduspot,00:F2:8B:03:73:51,-81,1
15653,TOUR 46,ECNi,84:B2:61:75:82:00,-82,6
15653,TOUR 46,CONGRES,84:B2:61:75:82:02,-83,6
15653,TOUR 46,eduspot,84:B2:61:75:82:01,-83,6
15653,TOUR 46,eduroam,84:B2:61:75:82:03,-84,6
15653,TOUR 46,eduspot,00:F6:63:AC:D8:31,-89,6
15653,TOUR 46,eduroam,00:F6:63:AC:D8:34,-89,6
15653,TOUR 46,eduroam,00:FE:C8:DD:17:44,-89,6
15653,TOUR 46,eduspot,00:FE:C8:DD:17:41,-90,6
15653,TOUR 46,CONGRES,00:FE:C8:DD:17:42,-91,6
15653,TOUR 46,CONGRES,00:F6:63:AC:D8:32,-91,6
